"학교ID",학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000005520,천안신촌초등학교,초등학교,2000-11-09,공립,본교,운영,충청남도 천안시 동남구 신방동 768-1,충청남도 천안시 동남구 신촌4로 9,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2020-09-22,36.7874511029,127.1236053500,2021-03-25
B000006391,목포대연초등학교,초등학교,1983-03-07,공립,본교,운영,전라남도 목포시 용해동 631,전라남도 목포시 용당로 374,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2020-09-22,34.8208175306,126.3991809428,2021-03-25
B000010085,음봉중학교,중학교,1971-03-13,공립,본교,운영,충청남도 아산시 음봉면 동암리 716,충청남도 아산시 음봉면 음봉로 505,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2020-09-22,36.8427711,127.0672333057,2021-03-25
B000004475,정배초등학교,초등학교,2014-03-01,공립,본교,운영,경기도 양평군 서종면 정배리 330,경기도 양평군 서종면 명덕길 10,7530000,경기도교육청,7731000,경기도양평교육지원청,2013-11-29,2020-09-22,37.6030282128,127.4232904946,2021-03-25
B000008185,영남중학교,중학교,1980-10-02,공립,본교,운영,서울특별시 영등포구 대림동 735,서울특별시 영등포구 대림로31나길 17,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.4978721812,126.8958364597,2021-03-25
B000008186,대림중학교,중학교,1984-04-19,공립,본교,운영,서울특별시 영등포구 대림동 959,서울특별시 영등포구 시흥대로185길 6,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.4923188692,126.9074673462,2021-03-25
B000011759,선명여자고등학교,고등학교,1966-03-01,사립,본교,운영,경상남도 진주시 평거동 695-7,경상남도 진주시 남강로 51-25,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2020-09-22,35.1641540225,128.0420882232,2021-03-25
B000002526,연학초등학교,초등학교,1983-03-01,공립,본교,운영,부산광역시 부산진구 초읍동 117-1,부산광역시 부산진구 초읍천로43번길 10,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2021-03-23,35.1766067564,129.0462807954,2021-03-25
B000002252,서울우면초등학교,초등학교,2012-03-01,공립,본교,운영,서울특별시 서초구 우면동 690,서울특별시 서초구 태봉로 59,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.4647104685,127.0237894,2021-03-25
B000008195,창동중학교,중학교,1983-03-01,공립,본교,운영,서울특별시 도봉구 방학동 722-27,서울특별시 도봉구 방학로 32,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.6632295672,127.0489975345,2021-03-25
B000007861,동해초등학교,초등학교,1931-10-01,공립,본교,운영,경상남도 고성군 동해면 양촌리 832,경상남도 고성군 동해면 동해로 1585,9010000,경상남도교육청,9161000,경상남도고성교육지원청,2013-11-29,2020-09-22,35.04606235,128.4442729046,2021-03-25
B000012735,동두천중앙고등학교,고등학교,1974-11-29,공립,본교,운영,경기도 동두천시 지행동 340-2,경기도 동두천시 평화로 2280,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2020-09-22,37.8916510420,127.0581024427,2021-03-25
B000002500,동양초등학교,초등학교,2005-09-01,공립,본교,운영,부산광역시 부산진구 부암동 719,부산광역시 부산진구 백양산로 99,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.1766921032,129.030768,2021-03-25
B000002887,대구송현초등학교,초등학교,1981-12-01,공립,본교,운영,대구광역시 달서구 송현동 1908,대구광역시 달서구 송현로 128,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8286873655,128.5448569,2021-03-25
B000023957,김포한가람중학교,중학교,2013-03-01,공립,본교,운영,경기도 김포시 구래동 6873-6,경기도 김포시 김포한강9로 140,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2020-09-22,37.6493725004,126.6234637330,2021-03-25
B000011169,삼성중학교,중학교,1997-03-01,공립,본교,운영,경상남도 양산시 북정동 555,경상남도 양산시 북정중앙로 19,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2020-09-22,35.3607200024,129.0470499942,2021-03-25
B000013051,순창고등학교,고등학교,1966-11-21,사립,본교,운영,전라북도 순창군 순창읍 순화리 78,전라북도 순창군 순창읍 옥천로 67-14,8320000,전라북도교육청,8441000,전라북도순창교육지원청,2013-11-29,2020-09-22,35.3799016241,127.1405508427,2021-03-25
B000005925,당진초등학교,초등학교,1913-03-01,공립,본교,운영,충청남도 당진시 읍내동 211,충청남도 당진시 교동길 106,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2020-09-22,36.8918135928,126.6334616480,2021-03-25
B000009824,우천중학교,중학교,1954-05-10,공립,본교,운영,강원도 횡성군 우천면 문암리 24,강원도 횡성군 우천면 수남로59번길 37,7800000,강원도교육청,7891000,강원도횡성교육지원청,2013-11-29,2020-09-22,37.4684289018,128.0495416572,2021-03-25
B000004944,운양초등학교,초등학교,1943-07-30,공립,본교,운영,강원도 강릉시 사천면 판교리 92,강원도 강릉시 사천면 이설당1길 36,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2020-09-22,37.8371004198,128.8586162780,2021-03-25
B000002884,대구월촌초등학교,초등학교,1993-09-01,공립,본교,운영,대구광역시 달서구 상인동 1519,대구광역시 달서구 상인서로 60,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8163570707,128.5432702526,2021-03-25
B000013588,김해고등학교,고등학교,1974-03-11,공립,본교,운영,경상남도 김해시 삼정동 267-34,경상남도 김해시 활천로24번길 29,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.2313933541,128.8960808796,2021-03-25
B000022876,목포백련초등학교,초등학교,2017-03-01,공립,본교,운영,전라남도 목포시 연산동 1923,전라남도 목포시 연산백련로 40,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2020-09-22,34.8184482869,126.3898658748,2021-03-25
B000006009,전주원동초등학교,초등학교,1965-10-04,공립,본교,운영,전라북도 전주시 덕진구 원동 361-1,전라북도 전주시 덕진구 원동로 3,8320000,전라북도교육청,8331000,전라북도전주교육지원청,2013-11-29,2020-09-22,35.8511411025,127.0334949095,2021-03-25
B000003583,구영초등학교,초등학교,1961-11-24,공립,본교,운영,울산광역시 울주군 범서읍 구영리 699,울산광역시 울주군 범서읍 점촌1길 10,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.5770308265,129.2388345,2021-03-25
B000010399,공음중학교,중학교,1971-03-01,공립,본교,운영,전라북도 고창군 공음면 칠암리 570-1,전라북도 고창군 공음면 공음길 74-6,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2020-09-22,35.3791647033,126.5146985996,2021-03-25
B000008537,동래중학교,중학교,1951-08-31,공립,본교,운영,부산광역시 동래구 명륜동 686-3,부산광역시 동래구 충렬대로181번길 109,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2021-03-23,35.2101604838,129.0793872842,2021-03-25
B000009252,덕산중학교,중학교,1990-03-01,공립,본교,운영,경기도 부천시 오정동 117-2,경기도 부천시 성오로 203,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2020-09-22,37.5289123194,126.7936079486,2021-03-25
B000004280,하일초등학교,초등학교,1992-07-10,공립,본교,운영,경기도 광명시 하안동 23,경기도 광명시 철망산로 68,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.4690854457,126.8764177634,2021-03-25
B000009521,대월중학교,중학교,1972-04-14,공립,본교,운영,경기도 이천시 대월면 초지리 306-3,경기도 이천시 대월면 대평로150번길 20,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2020-09-22,37.2244205522,127.4914997,2021-03-25
B000008910,문산중학교,중학교,1995-03-01,공립,본교,운영,광주광역시 북구 문흥동 972-3,광주광역시 북구 대천로 174,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2020-09-22,35.18937805,126.9238034819,2021-03-25
B000007403,춘양초등학교,초등학교,1910-11-18,공립,본교,운영,경상북도 봉화군 춘양면 의양리 276-1,경상북도 봉화군 춘양면 의양로 24-1,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,2020-09-22,36.9388834500,128.9147266380,2021-03-25
B000024302,대평초등학교,초등학교,2018-03-01,공립,본교,운영,세종특별자치시 대평동 266-16,세종특별자치시 대평1길 19,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2020-09-22,36.46980433,127.2786164308,2021-03-25
B000003270,계수초등학교,초등학교,2002-09-01,공립,본교,운영,광주광역시 서구 치평동 1166-6,광주광역시 서구 상무시민로 51,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1562387431,126.8445194391,2021-03-25
B000012484,도당고등학교,고등학교,1999-03-01,공립,본교,운영,경기도 부천시 도당동 64,경기도 부천시 삼작로256번길 53-3,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2020-09-22,37.5186225578,126.7909608370,2021-03-25
B000006933,연일초등학교,초등학교,1911-10-16,공립,본교,운영,경상북도 포항시 남구 연일읍 생지리 216,경상북도 포항시 남구 연일읍 철강로25번길 40,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2013-11-29,2020-09-22,35.9958317254,129.3467458839,2021-03-25
B000005684,송남초등학교,초등학교,1924-05-09,공립,본교,운영,충청남도 아산시 송악면 역촌리 50,충청남도 아산시 송악면 송악로 802,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2020-09-22,36.7330447792,127.0101564136,2021-03-25
B000003712,단대초등학교,초등학교,1977-07-05,공립,본교,운영,경기도 성남시 수정구 단대동 77,경기도 성남시 수정구 단대로 30,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2020-09-22,37.4536109960,127.1577469114,2021-03-25
B000003833,소일초등학교,초등학교,1995-06-05,공립,본교,운영,경기도 부천시 소사본동 401-1,경기도 부천시 소사로102번길 78,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2020-09-22,37.4692035788,126.8025378034,2021-03-25
B000023864,신호중학교,중학교,2015-03-01,공립,본교,운영,부산광역시 강서구 신호동 302-1,부산광역시 강서구 신호산단2로 76,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2020-09-22,35.0824142569,128.8770923685,2021-03-25
B000003380,대전목양초등학교,초등학교,2004-03-01,공립,본교,운영,대전광역시 중구 목동 24-47,대전광역시 중구 목동로 69,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.3370226493,127.4047107,2021-03-25
B000010313,남원하늘중학교,중학교,1955-05-17,공립,본교,운영,전라북도 남원시 하정동 36-4,전라북도 남원시 동헌길 75,8320000,전라북도교육청,8371000,전라북도남원교육지원청,2013-11-29,2020-09-22,35.4085526296,127.3814409465,2021-03-25
B000007836,성산초등학교,초등학교,2009-03-01,공립,본교,운영,경상남도 양산시 물금읍 범어리 2712-6,경상남도 양산시 물금읍 신주로 78,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2020-09-22,35.3302179998,129.0176656870,2021-03-25
B000013335,통영여자고등학교,고등학교,1943-04-09,공립,본교,운영,경상남도 통영시 도천동 121,경상남도 통영시 도리1길 19,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2013-11-29,2020-09-22,34.8403460532,128.4102637030,2021-03-25
B000012638,장호원고등학교,고등학교,1953-04-15,공립,본교,운영,경기도 이천시 장호원읍 노탑리 717,경기도 이천시 장호원읍 샘재로 27-37,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2020-09-22,37.1270698798,127.6176304473,2021-03-25
B000012138,성도고등학교,고등학교,1978-03-01,사립,본교,운영,부산광역시 북구 구포동 867,부산광역시 북구 시랑로132번길 87,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2020-09-22,35.1939754532,129.0054379126,2021-03-25
B000002706,광안초등학교,초등학교,1970-03-27,공립,본교,운영,부산광역시 수영구 광안동 154,부산광역시 수영구 광안로35번길 42,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.1574149330,129.1171293718,2021-03-25
B000012681,화정고등학교,고등학교,1997-03-01,공립,본교,운영,경기도 고양시 덕양구 화정동 938,경기도 고양시 덕양구 화정로 17,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.6362186066,126.8275231430,2021-03-25
B000003300,조봉초등학교,초등학교,1995-09-01,공립,본교,운영,광주광역시 남구 봉선동 537,광주광역시 남구 봉선로144번길 8,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1221860944,126.9106300957,2021-03-25
B000012566,군서고등학교,고등학교,2006-03-01,공립,본교,운영,경기도 시흥시 정왕동 1808-1,경기도 시흥시 군서마을로 100,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-22,37.3491817533,126.7425022481,2021-03-25
B000007848,소토초등학교,초등학교,1943-04-01,공립,본교,운영,경상남도 양산시 상북면 소토리 651,경상남도 양산시 상북면 율리길 13,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2020-09-22,35.3791479527,129.0528536,2021-03-25
B000010100,음암중학교,중학교,1976-03-10,공립,본교,운영,충청남도 서산시 음암면 도당리 585-18,충청남도 서산시 음암면 칠거리로 147,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2020-09-22,36.7902869635,126.5181874382,2021-03-25
B000005080,서원초등학교,초등학교,1934-09-01,공립,본교,운영,강원도 횡성군 서원면 창촌리 577-1,강원도 횡성군 서원면 서원로 173,7800000,강원도교육청,7891000,강원도횡성교육지원청,2013-11-29,2020-09-22,37.4875501116,127.8510704456,2021-03-25
B000007561,정촌초등학교,초등학교,1916-04-16,공립,본교,운영,경상남도 진주시 가좌동 691,경상남도 진주시 동부로 11,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2020-09-22,35.1607798359,128.1082729163,2021-03-25
B000024392,어곡초등학교,초등학교,1939-05-05,공립,본교,운영,경상남도 양산시 어곡동 11,경상남도 양산시 두전길 30-19,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2021-03-23,35.3804319525,129.0293733637,2021-03-25
B000008503,부산개성중학교,중학교,1895-01-25,공립,본교,운영,부산광역시 부산진구 가야동 459-45,부산광역시 부산진구 엄광로 176-12,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.1469489874,129.0328750476,2021-03-25
B000009185,창성중학교,중학교,2017-03-01,공립,본교,운영,경기도 성남시 수정구 산성동 3,경기도 성남시 수정구 수정로 400,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2020-09-22,37.4607256150,127.1540897262,2021-03-25
B000008038,함덕초등학교선인분교장,초등학교,1974-03-09,공립,분교,운영,제주특별자치도 제주시 조천읍 선흘리 1947-15,제주특별자치도 제주시 조천읍 선진길 7-18,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2020-09-22,33.4594278795,126.7042879,2021-03-25
B000003216,문정초등학교,초등학교,1997-03-01,공립,본교,운영,광주광역시 북구 문흥동 962-1,광주광역시 북구 대천로169번길 7,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2020-09-22,35.1894415269,126.9215793489,2021-03-25
B000013443,대정여자고등학교,고등학교,1964-03-16,공립,본교,운영,제주특별자치도 서귀포시 대정읍 하모리 1363,제주특별자치도 서귀포시 대정읍 대한로88번길 82-22,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2013-11-29,2020-09-22,33.2291887736,126.2533142095,2021-03-25
B000009547,대신중학교,중학교,1953-07-14,사립,본교,운영,경기도 여주시 대신면 후포리 258-2,경기도 여주시 대신면 여양로 1196,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2020-09-22,37.3635348209,127.6081152845,2021-03-25
B000012344,성덕고등학교,고등학교,2012-03-01,공립,본교,운영,광주광역시 광산구 장덕동 1120,광주광역시 광산구 장덕로 75,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1958501457,126.8174890974,2021-03-25
B000008082,안덕초등학교,초등학교,1930-04-21,공립,본교,운영,제주특별자치도 서귀포시 안덕면 화순리 1290,제주특별자치도 서귀포시 안덕면 화순로56번길 32,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2013-11-29,2020-09-22,33.2502657603,126.3367729412,2021-03-25
B000012918,아산고등학교,고등학교,1973-03-10,사립,본교,운영,충청남도 아산시 온천동 30-3,충청남도 아산시 번영로115번길 21,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2020-09-22,36.7890605552,127.0046034509,2021-03-25
B000003133,인천해원초등학교,초등학교,2012-03-01,공립,본교,운영,인천광역시 서구 청라동 103-3,인천광역시 서구 청라사파이어로140번길 5,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2020-09-22,37.52761134,126.6260935820,2021-03-25
B000013298,창원봉림고등학교,고등학교,2003-03-01,공립,본교,운영,경상남도 창원시 의창구 봉곡동 169-1,경상남도 창원시 의창구 창이대로333번길 39,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.2483589527,128.6764644768,2021-03-25
B000003527,염포초등학교,초등학교,1955-04-01,공립,본교,운영,울산광역시 북구 염포동 179,울산광역시 북구 염포로 667,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.5332194925,129.3911747,2021-03-25
B000011612,부여정보고등학교,고등학교,1982-03-10,공립,본교,운영,충청남도 부여군 규암면 외리 198,충청남도 부여군 규암면 충절로2316번길 24,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2013-11-29,2020-09-22,36.2773164906,126.8817736540,2021-03-25
B000013049,임실고등학교,고등학교,1976-03-08,공립,본교,운영,전라북도 임실군 임실읍 이도리 137,전라북도 임실군 임실읍 봉황로 257,8320000,전라북도교육청,8431000,전라북도임실교육지원청,2013-11-29,2020-09-22,35.6219295185,127.2867026109,2021-03-25
B000009984,이월중학교,중학교,1972-03-10,공립,본교,운영,충청북도 진천군 이월면 송림리 455-5,충청북도 진천군 이월면 진광로 753,8000000,충청북도교육청,8081000,충청북도진천교육지원청,2013-11-29,2020-09-22,36.9270465070,127.4281234478,2021-03-25
B000025994,한별초등학교,초등학교,2014-03-01,공립,본교,운영,경기도 남양주시 별내동 1038,경기도 남양주시 별내4로 40,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2020-09-22,37.6464813564,127.1159755,2021-03-25
B000006179,남원교룡초등학교,초등학교,1993-03-16,공립,본교,운영,전라북도 남원시 향교동 740-2,전라북도 남원시 광천남길 654,8320000,전라북도교육청,8371000,전라북도남원교육지원청,2013-11-29,2020-09-22,35.4166557062,127.3782082898,2021-03-25
B000004353,개곡초등학교,초등학교,1966-03-02,공립,본교,운영,경기도 김포시 월곶면 개곡리 267-2,경기도 김포시 월곶면 애기봉로 445,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2020-09-22,37.7320307192,126.5936414470,2021-03-25
B000008504,부산진중학교,중학교,1967-09-08,공립,본교,운영,부산광역시 부산진구 범전동 227-1,부산광역시 부산진구 시민공원로 50,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.1636901062,129.0550300323,2021-03-25
B000002715,민안초등학교,초등학교,1985-03-01,공립,본교,운영,부산광역시 수영구 민락동 551-12,부산광역시 수영구 감포로38번길 33,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.1630660769,129.1212163779,2021-03-25
B000003363,대전대룡초등학교,초등학교,1991-11-01,공립,본교,운영,대전광역시 동구 용운동 158-1,대전광역시 동구 백룡로 123,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.3299136148,127.4558809186,2021-03-25
B000010303,고부중학교,중학교,1952-04-02,공립,본교,운영,전라북도 정읍시 고부면 관청리 817-1,전라북도 정읍시 고부면 관청길 114,8320000,전라북도교육청,8361000,전라북도정읍교육지원청,2013-11-29,2020-09-22,35.6140424871,126.7420284343,2021-03-25
B000001882,서울신도초등학교,초등학교,1928-12-01,공립,본교,운영,서울특별시 은평구 진관동 108,서울특별시 은평구 진관1로 77-23,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.63296389,126.9291989355,2021-03-25
B000002182,서울천호초등학교,초등학교,1944-09-20,공립,본교,운영,서울특별시 강동구 천호동 230-9,서울특별시 강동구 구천면로 310-11,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.5477189664,127.1365923302,2021-03-25
B000004918,교동초등학교,초등학교,1971-10-11,공립,본교,운영,강원도 강릉시 교동 310-1,강원도 강릉시 율곡로2968번길 10,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2020-09-22,37.7673082356,128.8935846319,2021-03-25
B000002179,서울성내초등학교,초등학교,1969-03-27,공립,본교,운영,서울특별시 강동구 성내동 300-3,서울특별시 강동구 성내로3길 19,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.5313578593,127.1225001399,2021-03-25
B000011896,전남체육고등학교,고등학교,2003-03-01,공립,본교,운영,전라남도 무안군 일로읍 월암리 16-4,전라남도 무안군 일로읍 일로로 126,8490000,전라남도교육청,8661000,전라남도무안교육지원청,2013-11-29,2020-09-22,34.8453376930,126.4962093672,2021-03-25
B000013173,영일고등학교,고등학교,1979-03-01,사립,본교,운영,경상북도 포항시 남구 연일읍 동문리 47-1,경상북도 포항시 남구 연일읍 동문로 56,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2013-11-29,2020-09-22,35.9955007836,129.3534252152,2021-03-25
B000002002,서울영문초등학교,초등학교,2005-03-01,공립,본교,운영,서울특별시 영등포구 문래동6가 13,서울특별시 영등포구 문래로 56,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.5198074103,126.8875890909,2021-03-25
B000010139,부여중학교,중학교,1946-09-20,공립,본교,운영,충청남도 부여군 부여읍 동남리 463,충청남도 부여군 부여읍 석탑로 14,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2013-11-29,2020-09-22,36.2779943090,126.9141286932,2021-03-25
B000006172,태인초등학교,초등학교,1911-09-25,공립,본교,운영,전라북도 정읍시 태인면 태성리 429,전라북도 정읍시 태인면 동헌길 16,8320000,전라북도교육청,8361000,전라북도정읍교육지원청,2013-11-29,2020-09-22,35.6538145415,126.9466315381,2021-03-25
B000025686,아산초등학교,초등학교,2017-03-01,공립,본교,운영,충청남도 아산시 용화동 3-22,충청남도 아산시 남부로 266,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2020-09-22,36.7701240873,127.0109916,2021-03-25
B000005961,전주남초등학교,초등학교,1959-03-07,공립,본교,운영,전라북도 전주시 완산구 서서학동 277,전라북도 전주시 완산구 장승배기로 376,8320000,전라북도교육청,8331000,전라북도전주교육지원청,2013-11-29,2020-09-22,35.8031826121,127.1510674755,2021-03-25
B000012504,동안고등학교,고등학교,1993-02-28,공립,본교,운영,경기도 안양시 동안구 평촌동 898-3,경기도 안양시 동안구 부림로 71,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2020-09-22,37.3903566929,126.9661064385,2021-03-25
B000010178,예산중학교,중학교,1951-10-01,공립,본교,운영,충청남도 예산군 예산읍 주교리 350,충청남도 예산군 예산읍 예중길 40,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2020-09-22,36.6784185395,126.8337458887,2021-03-25
B000006126,용남초등학교,초등학교,1957-04-12,공립,본교,운영,전라북도 익산시 용안면 동지산리 76,전라북도 익산시 용안면 입산길 13,8320000,전라북도교육청,8351000,전라북도익산교육지원청,2013-11-29,2020-09-22,36.0955523838,126.9626157613,2021-03-25
B000001869,서울중랑초등학교,초등학교,1972-05-08,공립,본교,운영,서울특별시 중랑구 면목동 192-1,서울특별시 중랑구 봉우재로6길 26,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.5896628187,127.0755035041,2021-03-25
B000005603,우성초등학교,초등학교,1925-05-15,공립,본교,운영,충청남도 공주시 우성면 동대리 372,충청남도 공주시 우성면 동대리길 33,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2020-09-22,36.47164993,127.0484854653,2021-03-25
B000008334,마포중학교,중학교,1950-06-01,사립,본교,운영,서울특별시 강서구 등촌동 82-1,서울특별시 강서구 화곡로 403,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.5599886669,126.8531334171,2021-03-25
B000010427,목포애향중학교,중학교,2010-03-01,공립,본교,운영,전라남도 목포시 옥암동 1325,전라남도 목포시 남악2로22번길 28-7,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2020-09-22,34.8071144985,126.4569786551,2021-03-25
B000010107,금산중학교,중학교,1952-06-14,공립,본교,운영,충청남도 금산군 금산읍 중도리 166,충청남도 금산군 금산읍 탑선길 5,8140000,충청남도교육청,8201000,충청남도금산교육지원청,2013-11-29,2020-09-22,36.1063031298,127.4943580684,2021-03-25
B000003205,광주학운초등학교,초등학교,1974-03-14,공립,본교,운영,광주광역시 동구 운림동 482,광주광역시 동구 의재로 181,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2020-09-22,35.1332618,126.9471527927,2021-03-25
B000001978,서울영남초등학교,초등학교,1956-05-17,공립,본교,운영,서울특별시 금천구 독산동 59-27,서울특별시 금천구 문성로 62-15,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.4761226159,126.9092099164,2021-03-25
B000011046,경해여자중학교,중학교,1964-01-21,사립,본교,운영,경상남도 진주시 평거동 695-7,경상남도 진주시 남강로29번길 30-6,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2020-09-22,35.1649310041,128.0425534,2021-03-25
B000011493,경기국제통상고등학교,고등학교,1994-11-01,공립,본교,운영,경기도 부천시 중동 1171-1,경기도 부천시 석천로 141,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2020-09-22,37.5004693546,126.7608615200,2021-03-25
B000013534,대전고등학교,고등학교,1917-04-01,공립,본교,운영,대전광역시 중구 대흥동 320-2,대전광역시 중구 대흥로 110,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.3224305385,127.4233860089,2021-03-25
B000013141,해룡고등학교,고등학교,1974-03-05,사립,본교,운영,전라남도 영광군 영광읍 도동리 68,전라남도 영광군 영광읍 중앙로 120,8490000,전라남도교육청,8681000,전라남도영광교육지원청,2013-11-29,2020-09-22,35.2684338724,126.5134479976,2021-03-25
B000012650,여주고등학교,고등학교,1974-03-04,사립,본교,운영,경기도 여주시 교동 454-4,경기도 여주시 세종로 254-58,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2020-09-22,37.2719100528,127.6326848098,2021-03-25
