관리번호,노선명,노선번호,기점,종점,총연장,포장도연장 계(단위:㎞),포장도연장 2차선,포장도연장 4차선,포장도연장 6차선,포장도연장 8차선,미개설도연장(단위:㎞)
1370,소로3류446호선,시도1370호선(심곡-심곡),심곡본동 651,심곡본동 651,0.229,0.229,0.229,,,,
1371,소로3류447호선,시도1371호선(심곡-심곡),심곡본동 651,심곡본동 651,0.236,0.236,0.236,,,,
1372,소로3류448호선,시도1372호선(심곡-심곡),심곡본동 651,심곡본동 651,0.236,0.236,0.236,,,,
1373,소로3류449호선,시도1373호선(심곡-심곡),심곡본동 651,심곡본동 651,0.236,0.236,0.236,,,,
1374,소로3류450호선,시도1374호선(심곡-심곡),심곡본동 651,심곡본동 651,0.515,0.515,0.515,,,,
1375,소로3류451호선,시도1375호선(심곡-심곡),심곡본동 651,심곡본동 651,0.235,0.235,0.235,,,,
1376,소로3류452호선,시도1376호선(심곡-심곡),심곡본동 651,심곡본동 651,0.103,0.103,0.103,,,,
1377,소로3류453호선,시도1377호선(심곡-심곡),심곡본동 651,심곡본동 651,0.104,0.104,0.104,,,,
1378,소로3류454호선,시도1378호선(심곡-심곡),심곡본동 651,심곡본동 651,0.113,0.113,0.113,,,,
1379,소로3류455호선,시도1379호선(심곡-심곡),심곡본동 651,심곡본동 651,0.115,0.115,0.115,,,,
1380,소로3류456호선,시도1380호선(송내-송내),송내동 418-8,송내동 산 31-2,0.232,0.232,0.232,,,,
1381,소로3류457호선,시도1381호선(송내-송내),송내동 산 1-32,송내동 산 29-1,0.076,0.076,0.076,,,,
1382,소로3류458호선,시도1382호선(송내-송내),송내동 638-2,송내동 452-10,0.093,0.093,0.093,,,,
1383,소로3류459호선,시도1383호선(송내-송내),송내동 산 40-2,송내동 441-30,0.136,0.136,0.136,,,,
1384,소로3류460호선,시도1384호선(송내-송내),송내동 460-9,송내동 403-64,0.142,0.142,0.142,,,,
1385,소로3류461호선,시도1385호선(송내-송내),송내동 463-6,송내동 463-61,0.094,0.094,0.094,,,,
1386,소로3류462호선,시도1386호선(심곡-심곡),심곡본동 680-1,심곡본동 680-1,0.037,0.037,0.037,,,,
1387,소로3류463호선,시도1387호선(송내-송내),송내동 680,송내동 680-1,0.282,0.282,0.282,,,,
1388,소로3류464호선,시도1388호선(송내-송내),송내동 680,송내동 680,0.189,0.189,0.189,,,,
1389,소로3류465호선,시도1389호선(심곡-심곡),심곡본동 567,심곡본동 567,0.04,0.04,0.04,,,,
1390,소로3류466호선,시도1390호선(심곡-심곡),심곡본동 819-1,심곡본동 819-1,0.118,0.118,0.118,,,,
1391,소로3류467호선,시도1391호선(심곡-심곡),심곡본동 819-1,심곡본동 819-1,0.095,0.095,0.095,,,,
1392,소로3류468호선,시도1392호선(심곡-심곡),심곡본동 819-1,심곡본동 819-1,0.105,0.105,0.105,,,,
1393,소로3류469호선,시도1393호선(심곡-심곡),심곡본동 819-1,심곡본동 819-1,0.184,0.184,0.184,,,,
1394,소로3류470호선,시도1394호선(심곡-심곡),심곡본동 819,심곡본동 819,0.056,0.056,0.056,,,,
1395,소로3류471호선,시도1395호선(심곡-심곡),심곡본동 819,심곡본동 819,0.232,0.232,0.232,,,,
1396,소로3류472호선,시도1396호선(심곡-심곡),심곡본동 819,심곡본동 819,0.207,0.207,0.207,,,,
1397,소로3류473호선,시도1397호선(심곡-심곡),심곡본동 819,심곡본동 819,0.072,0.072,0.072,,,,
1398,소로3류474호선,시도1398호선(심곡-심곡),심곡본동 630-20,심곡동 629-12,0.265,0.265,0.265,,,,
1399,소로3류475호선,시도1399호선(심곡-심곡),심곡본동 617-7,심곡본동 615,0.363,0.363,0.363,,,,
1400,소로3류476호선,시도1400호선(심곡-심곡),심곡본동 615,심곡본동 615,0.131,0.131,0.131,,,,
1401,소로3류477호선,시도1401호선(심곡-심곡),심곡본동 797,심곡본동 797,0.217,0.217,0.217,,,,
1402,소로3류478호선,시도1402호선(심곡-심곡),심곡본동 797,심곡본동 797,0.512,0.512,0.512,,,,
1403,소로3류479호선,시도1403호선(심곡-심곡),심곡본동 797,심곡본동 797,0.439,0.439,0.439,,,,
1404,소로3류480호선,시도1404호선(심곡-심곡),심곡본동 562-37,심곡본동 617-8,0.099,0,,,,,0.099
1405,소로3류481호선,시도1405호선(심곡-심곡),심곡본동 797,심곡본동 797,0.168,0.168,0.168,,,,
1406,소로3류482호선,시도1406호선(심곡-심곡),심곡본동 797,심곡본동 797,0.169,0.169,0.169,,,,
1407,소로3류483호선,시도1407호선(심곡-심곡),심곡본동 797,심곡본동 797,0.167,0.167,0.167,,,,
1408,소로3류484호선,시도1408호선(심곡-소사),심곡본동 522-14,소사본동 523-8,0.087,0.087,0.087,,,,
1409,소로3류485호선,시도1409호선(소사-소사),소사본동 89-3,소사동 91-55,0.089,0.089,0.089,,,,
1410,소로3류486호선,시도1410호선(소사-소사),소사동 91-47,소사동 91-43,0.078,0.078,0.078,,,,
1411,소로3류487호선,시도1411호선(소사-심곡),소사본동 91-31,심곡본동 797,0.56,0.394,0.394,,,,0.166
1412,소로3류488호선,시도1412호선(소사-소사),소사본동 91-68,소사본동 91-146,0.194,0.194,0.194,,,,
1413,소로3류489호선,시도1413호선(소사-소사),소사본동 101-107,소사본동 산 90-26,0.133,0.133,0.133,,,,
1414,소로3류490호선,시도1414호선(소사-소사),소사본동 101-15,소사본동 108-19,0.128,0.128,0.128,,,,
1415,소로3류491호선,시도1415호선(소사-소사),소사본동 130-3,소사본동 96-47,0.313,0.313,0.313,,,,
1416,소로3류492호선,시도1416호선(소사-소사),소사본동 103-1,소사본동 96-6,0.137,0.137,0.137,,,,
1417,소로3류493호선,시도1417호선(소사-소사),소사본동 124,소사본동 120-3,0.135,0.135,0.135,,,,
1418,소로3류494호선,시도1418호선(소사-소사),소사본동 291,소사본동 118-34,0.566,0.566,0.566,,,,
1419,소로3류495호선,시도1419호선(소사-소사),소사본동 291,소사본동 291,0.095,0.095,0.095,,,,
1420,소로3류496호선,시도1420호선(소사-소사),소사본동 291-1,소사본동 291-1,0.11,0.11,0.11,,,,
1421,소로3류497호선,시도1421호선(소사-소사),소사본동 291-1,소사본동 291-1,0.2,0.2,0.2,,,,
1422,소로3류498호선,시도1422호선(소사-소사),소사본동 171-17,소사본동 191-5,0.2,0.2,0.2,,,,
1423,소로3류499호선,시도1423호선(소사-소사),소사본동 367,소사본동 192-6,0.087,0.087,0.087,,,,
1424,소로3류500호선,시도1424호선(소사-소사),소사본동 289,소사본동 289,0.12,0.12,0.12,,,,
1425,소로3류501호선,시도1425호선(소사-소사),소사본동 289,소사본동 289,0.13,0.13,0.13,,,,
1426,소로3류502호선,시도1426호선(소사-소사),소사본동 289,소사본동 289,0.185,0.185,0.185,,,,
1427,소로3류503호선,시도1427호선(소사-소사),소사본동 289,소사본동 289,0.054,0.054,0.054,,,,
1428,소로3류504호선,시도1428호선(소사-소사),소사본동 302,소사본동 302,0.114,0.114,0.114,,,,
1429,소로3류505호선,시도1429호선(소사-소사),소사본동 302,소사본동 302-2,0.396,0.396,0.396,,,,
1430,소로3류506호선,시도1430호선(소사-소사),소사본동 302-1,소사본동 302-2,0.385,0.385,0.385,,,,
1431,소로3류507호선,시도1431호선(소사-소사),소사본동 302-2,소사본동 302-2,0.1,0.1,0.1,,,,
1432,소로3류508호선,시도1432호선(소사-소사),소사본동 342,소사본동 342,0.105,0.105,0.105,,,,
1433,소로3류509호선,시도1433호선(소사-소사),소사본동 342,소사본동 342,0.105,0.105,0.105,,,,
1434,소로3류510호선,시도1434호선(소사-소사),소사본동 342-1,소사본동 342-1,0.3,0.3,0.3,,,,
1435,소로3류511호선,시도1435호선(소사-소사),소사본동 342-1,소사본동 342,0.29,0.29,0.29,,,,
1436,소로3류512호선,시도1436호선(소사-소사),소사본동 344,소사본동 344,0.12,0.12,0.12,,,,
1437,소로3류513호선,시도1437호선(소사-소사),소사본동 344-1,소사본동 344-1,0.24,0.24,0.24,,,,
1438,소로3류514호선,시도1438호선(소사-소사),소사본동 344-1,소사본동 344-1,0.116,0.116,0.116,,,,
1439,소로3류515호선,시도1439호선(소사-소사),소사본동 344-1,소사본동 344-1,0.14,0.14,0.14,,,,
1440,소로3류516호선,시도1440호선(소사-소사),소사본동 290,소사본동 290,0.05,0.05,0.05,,,,
1441,소로3류517호선,시도1441호선(소사-소사),소사본동 259,소사본동 290,0.385,0.385,0.385,,,,
1442,소로3류518호선,시도1442호선(소사-소사),소사본동 258,소사본동 258,0.099,0.099,0.099,,,,
1443,소로3류519호선,시도1443호선(소사-소사),소사본동 258-1,소사본동 258-1,0.119,0.119,0.119,,,,
1444,소로3류520호선,시도1444호선(소사-소사),소사본동 290,소사본동 308,0.233,0.233,0.233,,,,
1445,소로3류521호선,시도1445호선(소사-소사),소사본동 308,소사본동 308,0.115,0.115,0.115,,,,
1446,소로3류522호선,시도1446호선(소사-소사),소사본동 313,소사본동 313,0.059,0.059,0.059,,,,
1447,소로3류523호선,시도1447호선(소사-소사),소사본동 315,소사본동 314,0.24,0.24,0.24,,,,
1448,소로3류524호선,시도1448호선(소사-소사),소사본동 315,소사본동 315,0.085,0.085,0.085,,,,
1449,소로3류525호선,시도1449호선(소사-소사),소사본동 315,소사본동 315,0.085,0.085,0.085,,,,
1450,소로3류526호선,시도1450호선(소사-소사),소사본동 316,소사본동 316,0.22,0.22,0.22,,,,
1451,소로3류527호선,시도1451호선(소사-소사),소사본동 316,소사본동 316,0.105,0.105,0.105,,,,
1452,소로3류528호선,시도1452호선(소사-소사),소사본동 265,소사본동 244-81,0.17,0.17,0.17,,,,
1453,소로3류529호선,시도1453호선(소사-소사),소사본동 312,소사본동 312,0.061,0.061,0.061,,,,
1454,소로3류530호선,시도1454호선(소사-소사),소사본동 312,소사본동 267-4,0.292,0.292,0.292,,,,
1455,소로3류531호선,시도1455호선(소사-소사),소사본동 312-1,소사본동 278-10,0.28,0.28,0.28,,,,
1456,소로3류532호선,시도1456호선(소사-소사),소사본동 294-67,소사본동 292-100,0.106,0.106,0.106,,,,
1457,소로3류533호선,시도1457호선(소사-소사),소사본동 301-25,소사본동 301-12,0.092,0.092,0.092,,,,
1458,소로3류534호선,시도1458호선(소사-소사),소사본동 312,소사본동 312-1,0.646,0.646,0.646,,,,
1459,소로3류535호선,시도1459호선(소사-소사),소사본동 284-43,소사본동 277-31,0.209,0.209,0.209,,,,
1460,소로3류536호선,시도1460호선(소사-소사),소사본동 301-32,소사본동 277-1,0.469,0.469,0.469,,,,
1461,소로3류537호선,시도1461호선(소사-소사),소사본동 277-29,소사본동 265-2,0.088,0.088,0.088,,,,
1462,소로3류538호선,시도1462호선(괴안-괴안),괴안동 224-9,괴안동 224-9,0.06,0.06,0.06,,,,
1463,소로3류539호선,시도1463호선(괴안-괴안),괴안동 226,괴안동 226-1,0.33,0.33,0.33,,,,
1464,소로3류540호선,시도1464호선(괴안-괴안),괴안동 227,괴안동 227,0.11,0.11,0.11,,,,
1465,소로3류541호선,시도1465호선(괴안-괴안),괴안동 227,괴안동 227,0.545,0.545,0.545,,,,
1466,소로3류542호선,시도1466호선(괴안-괴안),괴안동 산 16-12,괴안동 산 16-13,0.342,0.342,0.342,,,,
1467,소로3류543호선,시도1467호선(괴안-괴안),괴안동 227-2,괴안동 227-1,0.085,0.085,0.085,,,,
1468,소로3류544호선,시도1468호선(괴안-괴안),괴안동 227-2,괴안동 227-2,0.048,0.048,0.048,,,,
1469,소로3류545호선,시도1469호선(괴안-괴안),괴안동 228,괴안동 228,0.165,0.165,0.165,,,,
1470,소로3류546호선,시도1470호선(괴안-괴안),괴안동 228-1,괴안동 228-1,0.21,0.21,0.21,,,,
1471,소로3류547호선,시도1471호선(괴안-괴안),괴안동 228-1,괴안동 228,0.188,0.188,0.188,,,,
1472,소로3류548호선,시도1472호선(괴안-괴안),괴안동 228,괴안동 228,0.135,0.135,0.135,,,,
1473,소로3류549호선,시도1473호선(괴안-괴안),괴안동 228-1,괴안동 228-1,0.39,0.39,0.39,,,,
1474,소로3류550호선,시도1474호선(괴안-괴안),괴안동 224-6,괴안동 224-6,0.15,0.15,0.15,,,,
1475,소로3류551호선,시도1475호선(괴안-괴안),괴안동 224-6,괴안동 224-6,0.155,0.155,0.155,,,,
1476,소로3류552호선,시도1476호선(괴안-괴안),괴안동 224-1,괴안동 224-1,0.29,0.29,0.29,,,,
1477,소로3류553호선,시도1477호선(괴안-괴안),괴안동 224-2,괴안동 224-2,0.29,0.29,0.29,,,,
1478,소로3류554호선,시도1478호선(괴안-괴안),괴안동 224-2,괴안동 224-2,0.14,0.14,0.14,,,,
1479,소로3류555호선,시도1479호선(괴안-괴안),괴안동 224-5,괴안동 224-3,0.51,0.51,0.51,,,,
1480,소로3류556호선,시도1480호선(괴안-괴안),괴안동 224-2,괴안동 224-2,0.144,0.144,0.144,,,,
1481,소로3류557호선,시도1481호선(괴안-괴안),괴안동 224,괴안동 224-3,0.52,0.52,0.52,,,,
1482,소로3류558호선,시도1482호선(괴안-괴안),괴안동 223,괴안동 223,0.1,0.1,0.1,,,,
1483,소로3류559호선,시도1483호선(괴안-괴안),괴안동 223,괴안동 223,0.1,0.1,0.1,,,,
1484,소로3류560호선,시도1484호선(괴안-괴안),괴안동 223-4,괴안동 223-3,0.335,0.335,0.335,,,,
1485,소로3류561호선,시도1485호선(괴안-괴안),괴안동 223-3,괴안동 223-2,0.13,0.13,0.13,,,,
1486,소로3류562호선,시도1486호선(괴안-괴안),괴안동 223-1,괴안동 223-1,0.46,0.46,0.46,,,,
1487,소로3류563호선,시도1487호선(괴안-괴안),괴안동 222-2,괴안동 222-2,0.44,0.44,0.44,,,,
1488,소로3류564호선,시도1488호선(괴안-괴안),괴안동 222-2,괴안동 222-2,0.105,0.105,0.105,,,,
1489,소로3류565호선,시도1489호선(괴안-괴안),괴안동 222-1,괴안동 222-1,0.13,0.13,0.13,,,,
1490,소로3류566호선,시도1490호선(괴안-괴안),괴안동 222-1,괴안동 222-1,0.055,0.055,0.055,,,,
1491,소로3류567호선,시도1491호선(괴안-괴안),괴안동 222-2,괴안동 222-2,0.042,0.042,0.042,,,,
1492,소로3류568호선,시도1492호선(괴안-괴안),괴안동 233-1,괴안동 233-1,0.035,0.035,0.035,,,,
1493,소로3류569호선,시도1493호선(괴안-괴안),괴안동 209-3,괴안동 209-3,0.039,0.039,0.039,,,,
1494,소로3류570호선,시도1494호선(원종-원종),원종동 410,원종동 410,0.09,0.09,0.09,,,,
1495,소로3류571호선,시도1495호선(고강-고강),고강동 444,고강동 444,0.088,0.088,0.088,,,,
1496,소로3류572호선,시도1496호선(고강-고강),고강동 365-9,고강동 364-10,0.112,0.112,0.112,,,,
1497,소로3류573호선,시도1497호선(고강-고강),고강동 508,고강동 508,0.09,0.09,0.09,,,,
1498,소로3류574호선,시도1498호선(삼정-삼정),삼정동 303,삼정동 303,0.054,0.054,0.054,,,,
1499,소로3류575호선,시도1499호선(원종-원종),원종동 440,원종동 440,0.084,0.084,0.084,,,,
1500,소로3류576호선,시도1500호선(원종-원종),원종동 440,원종동 440,0.086,0.086,0.086,,,,
1501,소로3류577호선,시도1501호선(작동-작동),작동 84,작동 84,0.178,0.178,0.178,,,,
1502,소로3류578호선,시도1502호선(원종-원종),원종동 434,원종동 434,0.168,0.168,0.168,,,,
1503,소로3류579호선,시도1503호선(원종-원종),원종동 443,원종동 443,0.395,0.395,0.395,,,,
1504,소로3류580호선,시도1504호선(고강-고강),고강동 447,고강동 447,0.082,0.082,0.082,,,,
1505,소로3류581호선,시도1505호선(고강-고강),고강동 447,고강동 447,0.178,0.178,0.178,,,,
1506,소로3류582호선,시도1506호선(고강-고강),고강동 448,고강동 448,0.116,0.116,0.116,,,,
1507,소로3류583호선,시도1507호선(고강-고강),고강동 450,고강동 450,0.188,0.188,0.188,,,,
1508,소로3류584호선,시도1508호선(작동-작동),작동 29-5,작동 29-5,0.016,0.016,0.016,,,,
1509,소로3류585호선,시도1509호선(원미-원미),원미동 204-119,원미동 204-120,0.082,0.082,0.082,,,,
1510,소로3류586호선,시도1510호선(원미-원미),원미동 204-162,원미동 218-8,0.082,0.082,0.082,,,,
1511,소로3류587호선,시도1511호선(원미-원미),원미동 204-187,원미동 204-24,0.04,0.04,0.04,,,,
1512,소로3류588호선,시도1512호선(원미-원미),원미동 166-63,원미동 166-53,0.185,0.185,0.185,,,,
1513,소로3류589호선,시도1513호선(원미-원미),원미동 157-17,원미동 166-87,0.115,0.115,0.115,,,,
1514,소로3류590호선,시도1514호선(심곡-심곡),심곡본동 797,심곡본동 797,0.31,0.31,0.31,,,,
1515,소로3류591호선,시도1515호선(작동-작동),작동 9-5,작동 9-5,0.02,0.02,0.02,,,,
1516,소로3류592호선,시도1516호선(작동-작동),작동 32-1,작동 32-1,0.034,0.034,0.034,,,,
1517,소로3류593호선,시도1517호선(작동-작동),작동 30-1,작동 30-1,0.034,0.034,0.034,,,,
1518,소로3류594호선,시도1518호선(작동-작동),작동 33-7,작동 33-7,0.034,0.034,0.034,,,,
1519,소로3류595호선,시도1519호선(작동-작동),작동 48-1,작동 48-1,0.118,0.118,0.118,,,,
1520,소로3류596호선,시도1520호선(송내-송내),송내동 680-1,송내동 680-1,0.026,0.026,0.026,,,,
1521,소로3류597호선,시도1521호선(송내-송내),송내동 680-1,송내동 680-1,0.028,0.028,0.028,,,,
1522,소로3류598호선,시도1522호선(송내-송내),송내동 680,송내동 680,0.079,0.079,0.079,,,,
1523,소로3류599호선,시도1523호선(송내-송내),송내동 680-1,송내동 680-1,0.1,0.1,0.1,,,,
1524,소로3류600호선,시도1524호선(송내-송내),송내동 680,송내동 680,0.124,0.124,0.124,,,,
1525,소로3류601호선,시도1525호선(심곡-심곡),심곡본동 819-1,심곡본동 819-1,0.219,0.219,0.219,,,,
1526,소로3류602호선,시도1526호선(심곡-심곡),심곡본동 819-1,심곡본동 819-1,0.157,0.157,0.157,,,,
1527,소로3류603호선,시도1527호선(심곡-심곡),심곡본동 819-1,심곡본동 819-1,0.078,0.078,0.078,,,,
1528,소로3류604호선,시도1528호선(심곡-심곡),심곡본동 819,심곡본동 819,0.125,0.125,0.125,,,,
1529,소로3류605호선,시도1529호선(소사-소사),소사본동 402,소사본동 402,0.067,0.067,0.067,,,,
1530,소로3류606호선,시도1530호선(중동-중동),중동 1273,중동 1273,0.246,0.246,0.246,,,,
1531,소로3류607호선,시도1531호선(송내-송내),송내동 467-1,송내동 467-1,0.145,0.145,0.145,,,,
1532,소로3류608호선,시도1532호선,소 2-174 고강동 514,고강동 514,0.052,0.052,0.052,,,,
1533,소로3류609호선,시도1533호선,소 2-174 고강동 514,고강동 514,0.085,0.085,0.085,,,,
1534,소로3류610호선,시도1534호선,소 3-252 고강동 514,고강동 514,0.207,0.207,0.207,,,,
1535,소로3류611호선,시도1535호선,중 1-1 도당동 172,소 2-217 도당동 172,0.053,0.053,0.053,,,,
1536,소로3류612호선,시도1536호선,중 1-1 도당동 282,소 2-222 도당동 282,0.054,0.054,0.054,,,,
1537,소로3류613호선,시도1537호선,소 1-180 중동 3-245,소 2-219 중동 3-59,0.235,0.235,0.235,,,,
1538,소로3류614호선,시도1538호선,대 3-30,중 2-4 도당동 155,0.484,0.484,0.484,,,,
1539,소로3류615호선,시도1539호선,대 3-30,소 2-246 도당동 155,0.094,0.094,0.094,,,,
1540,소로3류616호선,시도1540호선,소 2-244 도당동 155,소 3-258 도당동 155,0.149,0.149,0.149,,,,
1541,소로3류617호선,시도1541호선,소 2-244 도당동 155,소 3-258 도당동 155,0.149,0.149,0.149,,,,
1542,소로3류618호선,시도1542호선,소 2-245 도당동 155,소 2-244 도당동 155,0.25,0.25,0.25,,,,
1543,소로3류619호선,시도1543호선,대 2-1 도당동 172,중 1-1 도당동 155,0.366,0.366,0.366,,,,
1544,소로3류620호선,시도1544호선,소 2-245 도당동 155,소 2-244 도당동 155,0.25,0.25,0.25,,,,
1545,소로3류621호선,시도1545호선,광 2-5 춘의동 134,춘의동 134,0.095,0.095,0.095,,,,
1546,소로3류622호선,시도1546호선,광 2-5 춘의동 134,춘의동 134,0.172,0.172,0.172,,,,
1547,소로3류623호선,시도1547호선,소 2-250 춘의동 267,소 2-249 춘의동 267,0.27,0.27,0.27,,,,
1548,소로3류624호선,시도1548호선,대 2-1 도당동 267,소2-250,0.048,0.048,0.048,,,,
1549,소로3류625호선,시도1549호선,대 2-1 도당동 78,도당동 78,0.191,0.191,0.191,,,,
1550,소로3류626호선,시도1550호선,대 2-1 도당동 181,도당동 181,0.192,0.192,0.192,,,,
1551,소로3류627호선,시도1551호선,소 2-258 춘의동 76,소 2-257 춘의동 76,0.123,0.123,0.123,,,,
1552,소로3류628호선,시도1552호선,소 2-263 춘의동 76,소 2-257 춘의동 76,0.26,0.26,0.26,,,,
1553,소로3류629호선,시도1553호선,소 2-278,소 2-278,0.376,0.376,0.376,,,,
1554,소로3류630호선,시도1554호선,중 3-35 작동 산69-1,소 2-279 작동 산52-6,0.342,0.342,0.342,,,,
1555,소로3류631호선,시도1555호선,소 2-285 작동 370-1,소 2-286 작동 370-7,0.126,0.126,0.126,,,,
1556,소로3류632호선,시도1556호선,소 2-285 작동 372-11,소 2-289 작동 377-5,0.116,0.116,0.116,,,,
1557,소로3류633호선,시도1557호선,소 2-320 중동 971,소 2-319 중동 971,0.111,0.111,0.111,,,,
1558,소로3류634호선,시도1558호선,대 1-2 심곡동 413-1,중2-86,0.114,0.114,0.114,,,,
1559,소로3류635호선,시도1559호선,대 1-2 심곡동 413-9,소 2-386 심곡동 413-7,0.391,0.391,0.391,,,,
1560,소로3류636호선,시도1560호선,중 2-5 중동 983,소 2-385 중동 983,0.07,0.07,0.07,,,,
1561,소로3류637호선,시도1561호선,대 1-2 심곡동 413-9,소 2-386 심곡동 357-31,0.358,0.358,0.358,,,,
1562,소로3류638호선,시도1562호선,광 2-5 춘의동 189,소 3-293 춘의동 185,0.157,0.157,0.157,,,,
1563,소로3류639호선,시도1563호선,소 2-404 춘의동 213,소 3-294 춘의동 213,0.054,0.054,0.054,,,,
1564,소로3류640호선,시도1564호선,중 1-6 춘의동 189,소 2-401 춘의동 189,0.297,0.297,0.297,,,,
1565,소로3류641호선,시도1565호선,대 2-1 춘의동 185,중 1-6 춘의동 185,0.312,0.312,0.312,,,,
1566,소로3류642호선,시도1566호선,대 2-1 춘의동 213,중 1-6 춘의동 213,0.306,0.306,0.306,,,,
1567,소로3류643호선,시도1567호선,중 1-6 춘의동 213,소 2-402 춘의동 213,0.184,0.184,0.184,,,,
1568,소로3류644호선,시도1568호선,소 2-402 춘의동 213,소 2-400 춘의동 213,0.118,0.118,0.118,,,,
1569,소로3류645호선,시도1569호선,중 1-2 심곡동 37-4,소 2-406 심곡동 83-1,0.304,0.304,0.304,,,,
1570,소로3류646호선,시도1570호선,소 2-406 심곡동 40-13,소 3-297 심곡동 36-10,0.084,0.084,0.084,,,,
1571,소로3류647호선,시도1571호선,소 2-407 심곡동 90,소 2-406 심곡동 90,0.121,0.121,0.121,,,,
1572,소로3류648호선,시도1572호선,소 2-411 심곡동 101,소 2-410 심곡동 101,0.185,0.185,0.185,,,,
1573,소로3류649호선,시도1573호선,소 2-407 심곡동 101,소 3-300 심곡동 101,0.123,0.123,0.123,,,,
1574,소로3류650호선,시도1574호선,소 2-407 심곡동 101,소 3-300 심곡동 101,0.123,0.123,0.123,,,,
1575,소로3류651호선,시도1575호선,소 2-407 심곡동 511,소 2-411 심곡동 111,0.148,0.148,0.148,,,,
1576,소로3류652호선,시도1576호선,중3-88,소 2-424 심곡동 507,0.066,0.066,0.066,,,,
1577,소로3류653호선,시도1577호선,중 3-6 심곡동 504,소 2-426 심곡동 504,0.066,0.066,0.066,,,,
1578,소로3류654호선,시도1578호선,중 3-6 심곡동 504,소 2-426 심곡동 504,0.073,0.073,0.073,,,,
1579,소로3류655호선,시도1579호선,중 3-6 심곡동 505,소 2-429 심곡동 505,0.193,0.193,0.193,,,,
1580,소로3류656호선,시도1580호선,중 3-6 심곡동 505,소 2-429 심곡동 505,0.193,0.193,0.193,,,,
1581,소로3류657호선,시도1581호선,대 1-2 심곡동 511,중 3-6 심곡동 511,0.27,0.27,0.27,,,,
1582,소로3류658호선,시도1582호선,대 1-2 심곡동 511,중 3-6 심곡동 511,0.27,0.27,0.27,,,,
1583,소로3류659호선,시도1583호선,중 3-6 심곡동 503,소 2-435 심곡동 503,0.192,0.192,0.192,,,,
1584,소로3류660호선,시도1584호선,중 3-6 심곡동 503,소 2-435 심곡동 503,0.192,0.192,0.192,,,,
1585,소로3류661호선,시도1585호선,대 2-1 춘의동 159,소 2-450 춘의동 159,0.54,0.54,0.54,,,,
1586,소로3류662호선,시도1586호선,대 2-1 춘의동 197,소 2-450 춘의동 197,0.538,0.538,0.538,,,,
1587,소로3류663호선,시도1587호선,중 1-2 원미동 75,소 2-458 원미동 93,0.317,0.317,0.317,,,,
1588,소로3류664호선,시도1588호선,소 2-455 원미동 75,소 3-324 원미동 75,0.288,0.288,0.288,,,,
1589,소로3류665호선,시도1589호선,소 2-455 원미동 93,소 2-454 원미구 93,0.424,0.424,0.424,,,,
1590,소로3류666호선,시도1590호선,소 2-454 원미동 93,소 3-324 원미동 93,0.132,0.132,0.132,,,,
1591,소로3류667호선,시도1591호선,소 2-454 원미동 93,소 3-324 원미동 93,0.132,0.132,0.132,,,,
1592,소로3류668호선,시도1592호선,중 1-2 원미동 75,중1-77,0.48,0.48,0.48,,,,
1593,소로3류669호선,시도1593호선,중1-77,소 2-458 원미동 93,0.185,0.185,0.185,,,,
1594,소로3류670호선,시도1594호선,중1-77,중 3-1 원미동 136,0.284,0.284,0.284,,,,
1595,소로3류671호선,시도1595호선,중1-77,중 3-1 원미동 136,0.39,0.39,0.39,,,,
1596,소로3류672호선,시도1596호선,소 2-460 원미동 136,소 2-459 원미동 136,0.414,0.414,0.414,,,,
1597,소로3류673호선,시도1597호선,소 2-460 원미동 136,소 3-326 원미동 136,0.285,0.285,0.285,,,,
1598,소로3류674호선,시도1598호선,중 2-1 원미동 136,소 3-327 원미동 136,0.208,0.208,0.208,,,,
1599,소로3류675호선,시도1599호선,중 3-1 심곡동 473,소 2-464 심곡동 473,0.074,0.074,0.074,,,,
1600,소로3류676호선,시도1600호선,중 3-1 심곡동 473,소 2-464 심곡동 473,0.074,0.074,0.074,,,,
1601,소로3류677호선,시도1601호선,소 2-464 원미동 218-1,소 3-587 원미동 204-21,0.107,0.107,0.107,,,,
1602,소로3류678호선,시도1602호선,소 2-468 심곡동 486,소 2-467 심곡동 486,0.107,0.107,0.107,,,,
1603,소로3류679호선,시도1603호선,중 3-7 심곡동 481,소 2-469 심곡동 481,0.075,0.075,0.075,,,,
1604,소로3류680호선,시도1604호선,중 3-8 심곡동 480,소 2-471 심곡동 495,0.22,0.22,0.22,,,,
1605,소로3류681호선,시도1605호선,중 3-8 심곡동 480,소 2-471 심곡동 495,0.22,0.22,0.22,,,,
1606,소로3류682호선,시도1606호선,중 3-8 심곡동 467,소 2-474 심곡동 467,0.11,0.11,0.11,,,,
1607,소로3류683호선,시도1607호선,중 2-1 심곡동 467,중 3-8 심곡동 467,0.227,0.227,0.227,,,,
1608,소로3류684호선,시도1608호선,중 2-1 원미동 1-9,소 3-341 원미동 산3-5,0.198,0.198,0.198,,,,
1609,소로3류685호선,시도1609호선,소 2-453 원미동 57-17,소 3-342 원미동 144-91,0.618,0.618,0.618,,,,
1610,소로3류686호선,시도1610호선,소 2-478 원미동 429,소 2-479 원미동 144-75,1.022,1.022,1.022,,,,
1611,소로3류687호선,시도1611호선,중 2-6 원미동 162-82,소 2-480 원미동 164-17,0.229,0.229,0.229,,,,
