,사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
20754,201805,경인선,중동,751,3,12510,2048,19798,4253,47596,7008,41948,16533,25673,11496,18939,8740,16803,9314,17103,11744,16652,11890,13528,13026,12950,14697,13694,18503,14574,22677,15426,32288,10422,33660,8266,22285,6717,19949,5229,18940,2311,14578,216,4116,0,0,0,0,0,0,20180603
21124,201804,7호선,까치울,2,0,3364,675,10312,3327,33838,5223,42633,11098,20142,6876,11819,5803,10205,8025,10975,8952,11655,9181,11428,9149,11776,10884,11865,12692,12409,18559,12230,27100,8355,26040,5863,17919,5283,15334,3865,16101,1544,8708,176,2374,0,0,0,0,0,0,20180503
21144,201804,7호선,상동,24,1,5084,1844,16583,6981,47703,14301,41268,32172,23461,31185,18122,19357,17814,21102,20047,22634,22221,23554,22389,23524,24170,23653,25420,25989,28292,32196,34707,50397,23369,46277,20824,29026,23299,21442,22775,18922,8735,15045,1553,4668,1,405,0,0,0,0,20180503
21149,201804,7호선,신중동,6,0,5400,1676,18186,5336,53015,15836,48512,42506,26874,27690,20060,16329,19555,15140,21091,16425,20148,18322,19554,18669,20767,20409,22296,23222,27535,28832,41370,44910,22212,50357,22951,28320,15852,22799,12567,21602,6158,16363,1068,5729,0,0,0,0,0,0,20180503
21163,201804,7호선,춘의,0,0,4939,1198,9799,5409,26519,29790,28455,52288,16616,14635,11308,8650,10289,6939,10961,7686,11015,9344,10476,9148,10350,9247,12030,10890,23468,13608,40337,20444,18739,20666,13023,14396,11341,13046,5418,11367,2062,7844,301,2701,0,0,0,0,0,0,20180503
21336,201804,경인선,소사,821,5,20548,3642,21636,11920,50829,15270,48807,29339,31949,19308,25738,19788,22767,17281,24561,19798,22620,19038,20765,18330,22946,20052,26587,24677,28972,30356,25607,37455,15783,41212,11867,28292,10334,24906,7998,25952,3264,18115,321,4309,0,0,0,0,0,0,20180503
21338,201804,경인선,역곡,559,12,27430,3899,51897,12154,149896,17452,148167,46931,79569,48481,53413,31366,46396,36271,48024,32344,47678,39096,40879,38100,42001,44011,48090,55889,53431,72644,49867,118444,34040,120336,27339,74463,26528,69505,23857,61707,12513,42997,951,8227,0,0,0,0,0,0,20180503
21344,201804,경인선,중동,699,4,11596,1721,19590,3996,48985,6894,41569,16861,24463,11278,18009,8575,15729,9122,16519,11056,15745,11585,12923,12143,11996,13858,13118,18011,14475,21820,15257,31219,10059,34501,7722,21599,6522,19804,4830,18416,1985,14020,222,3676,0,0,0,0,0,0,20180503
21714,201803,7호선,까치울,1,0,3166,689,9917,3152,34045,5320,41948,10187,20445,5680,11547,4824,10439,6192,10542,7537,10494,7827,9735,8364,9431,9867,10224,12860,11462,19210,12212,27274,7873,27241,5733,17419,4971,15800,3801,16493,1565,9069,162,2480,0,0,0,0,0,0,20180403
21734,201803,7호선,상동,30,1,4992,2014,16045,6794,48174,14178,42110,31893,23754,31184,18230,20104,18662,23014,21244,23438,22767,24934,22891,25048,24759,24399,27217,26721,30974,33920,36223,52512,25433,48579,21849,29127,24316,22652,23717,19382,9230,15432,1624,5011,1,458,0,0,0,0,20180403
21739,201803,7호선,신중동,4,0,5215,1556,17647,5491,53220,15813,49626,43028,26785,27869,20585,16673,19975,15474,21583,16787,20488,18692,20151,18985,21075,20453,23716,23635,28561,29478,41869,46620,23254,52482,24154,29289,16681,23370,13766,22091,6627,16867,1050,6119,0,4,0,0,0,0,20180403
21753,201803,7호선,춘의,0,0,4589,1418,9862,6627,26807,29280,28618,53530,16500,14860,11105,8266,10386,6782,11156,7196,10896,8437,10050,8392,10147,9257,12135,10820,24153,13568,40939,21028,19219,20605,13169,14378,11611,13443,5349,12078,2046,8060,327,2757,0,0,0,0,0,0,20180403
21925,201803,경인선,소사,613,3,20292,3518,21512,12342,51428,15397,49071,29404,32674,20819,26427,19315,23998,16328,26087,18786,23861,18774,21662,19105,22352,20815,27297,25335,30079,31898,26510,40160,16071,40474,12034,28754,9567,25921,7435,26766,3228,18214,269,4354,0,0,0,0,0,0,20180403
21927,201803,경인선,역곡,524,10,26606,3606,50402,12104,150821,17157,148930,50346,80189,51042,55058,32485,49827,37712,52138,32800,50771,39556,43277,39489,44762,45258,53063,57559,58291,77730,55245,121674,35296,123767,27574,76491,26747,71448,23861,65303,12730,44899,917,8365,0,0,0,0,0,0,20180403
21933,201803,경인선,중동,1037,9,11760,1730,19564,4110,49512,6903,42096,17133,24843,10748,18266,8187,16864,8961,17201,11697,16481,11699,13179,12363,12594,14260,13630,18272,14630,22989,15831,32519,10241,35192,7392,22922,6466,20080,5198,19048,2039,14435,175,3863,0,0,0,0,0,0,20180403
22301,201802,7호선,까치울,4,0,2477,525,7349,2454,24231,3869,30952,7236,15010,4340,9235,3724,8497,4755,8865,5941,9121,6103,8096,6594,7872,7640,7857,9517,8884,13485,9278,20453,6333,21222,4302,13892,4167,12192,3012,12332,1317,6707,126,1984,1,6,0,0,0,0,20180303
22321,201802,7호선,상동,18,0,3978,1582,12569,5305,36048,10393,31433,24998,16888,26499,13983,16634,15023,19089,17544,20511,19243,22495,20262,21180,22438,21534,24356,22436,26321,26743,30753,42547,21927,39199,18872,24070,20832,17849,20177,15540,8424,12131,1454,4157,17,183,0,0,0,0,20180303
22326,201802,7호선,신중동,1,0,3998,1232,13805,4616,40456,12279,37835,33264,20301,23079,16315,14423,16393,13629,18356,14395,18171,16494,18002,16616,18927,17788,20501,19378,23437,23890,36707,37441,19711,42394,20325,23395,13996,19043,11472,17868,5868,13686,929,4750,11,29,0,0,0,0,20180303
22340,201802,7호선,춘의,0,0,3436,910,7807,5766,20434,23573,21960,44263,13230,12189,9363,7223,9065,5854,9916,6204,9513,7616,9166,7241,9074,7913,11115,8859,19929,11354,34612,16643,16009,16883,11094,12387,9215,11488,4614,9853,1903,6781,273,2309,3,23,0,0,0,0,20180303
22513,201802,경인선,소사,409,5,14788,2239,16620,9014,39726,11487,38125,16881,26045,12160,22055,12650,20340,12384,21356,14411,19505,15950,17683,15350,17225,17149,18688,19963,20992,23969,18617,31554,11525,33367,8533,23501,6999,21141,4954,20683,2436,15463,218,3698,3,33,0,0,0,0,20180303
22515,201802,경인선,역곡,374,11,20440,2501,38141,9297,115690,13311,116006,27060,62321,24090,43717,19844,39897,22618,42713,25825,43076,31374,36320,33172,34114,38076,35405,46865,38549,59614,37586,95958,25616,99885,19453,61170,17825,57572,15134,51985,7640,35808,569,6992,1,60,0,0,0,0,20180303
22521,201802,경인선,중동,610,4,8477,1303,15056,3169,38235,5007,32227,12756,18762,9169,14485,6614,13780,7965,14614,9907,14545,10297,11904,10927,11449,11920,11712,15128,12083,18069,13326,25407,8504,28073,6081,18358,5725,16513,4432,14846,1740,11757,175,3064,6,28,0,0,0,0,20180303
22890,201801,7호선,까치울,1,0,2975,600,8756,2784,28835,4221,36498,8147,16597,4622,10102,4066,8807,5332,9383,6571,9830,6568,8414,7328,8321,8064,8457,9827,9333,15052,10719,24441,6832,25205,4441,15727,4422,13248,3432,13311,1219,7539,156,1966,0,0,0,0,0,0,20180203
22910,201801,7호선,상동,24,1,4712,1861,15213,6111,43319,12398,38053,30333,19051,31392,16374,20250,16525,21869,19723,23497,21880,24942,22302,23042,24866,23068,27104,23763,30520,29421,36212,47990,24704,46241,20446,27160,22460,20551,21798,17553,9138,13735,1540,4247,1,215,0,0,0,0,20180203
22915,201801,7호선,신중동,5,0,4659,1512,16744,5339,48056,14681,44766,39040,22798,26612,18128,16220,18514,15109,20267,16158,19837,17642,19779,18650,21313,18995,22332,21648,26422,25883,42056,42763,22250,51149,23439,27212,15525,21315,12512,20014,6120,15364,982,5183,0,0,0,0,0,0,20180203
22929,201801,7호선,춘의,0,0,3816,1095,9161,6969,24099,28430,25684,52086,14809,15037,9972,8188,9743,6596,10454,6830,10202,8432,9631,7604,9512,8202,11964,9747,24220,12156,41861,19406,18840,20153,13327,13724,10340,12678,4750,10802,2056,7142,289,2489,0,0,0,0,0,0,20180203
23102,201801,경인선,소사,541,5,17659,2663,19244,10862,47568,12673,45464,16735,28927,12966,23594,12681,21847,13448,22604,14776,20395,16370,18866,16172,17738,18499,19393,22220,22248,27322,20138,37164,12289,38531,8981,25985,7191,22700,5420,24422,2586,16584,249,3762,0,0,0,0,0,0,20180203
23104,201801,경인선,역곡,398,11,23483,2936,45682,10962,137556,14332,137456,31145,70678,28248,47778,21670,43830,23949,46805,26933,45486,33428,37583,34525,36340,40268,37521,51095,42374,66399,41372,112145,27159,119934,20313,71864,19001,64227,15679,58789,7927,38981,655,7491,0,0,0,0,0,0,20180203
23110,201801,경인선,중동,547,8,9677,1411,18068,3483,45800,5692,39006,14381,21193,10538,16097,7695,15301,8603,15836,10738,15517,10852,12501,12070,12509,13436,12967,16617,12934,18988,15286,29879,9163,35025,6649,20770,5869,18346,4444,16640,1917,13004,184,3407,0,0,0,0,0,0,20180203
23478,201712,7호선,까치울,3,1,3049,671,8538,2987,29317,4486,37159,8983,17620,5411,11604,4865,10508,6381,9959,7558,10404,7248,9378,8091,9316,9665,9972,11984,11454,16514,11173,23895,7427,24200,5287,15073,4842,14288,4036,13956,1583,8858,180,2340,1,35,0,0,0,0,20180103
23498,201712,7호선,상동,18,0,4716,1733,14807,6491,42103,12114,36659,29324,21445,30989,18192,20342,18143,23031,20732,24067,23077,26460,24711,25965,27842,25954,30110,28191,33127,36632,35785,47698,24569,46845,22191,27021,25233,21529,24610,18901,10889,15804,1956,5034,28,665,0,0,0,0,20180103
23503,201712,7호선,신중동,3,0,4916,1540,15645,5162,46169,13804,43249,40473,24987,26469,20139,16998,20033,16020,21548,17227,21626,19102,21231,20088,23138,21198,25732,23942,29845,31849,41653,44117,22499,45289,24185,27374,17072,22742,14614,21736,7695,17613,1240,6695,35,62,0,0,0,0,20180103
23517,201712,7호선,춘의,0,0,4072,1268,8752,7468,23841,26628,25715,49299,15264,14351,10758,8472,10415,6514,10853,6895,11208,8327,10263,8208,10531,8943,13290,10571,24498,13380,39074,19035,17897,17678,12310,14486,10367,12648,5378,12119,2407,8272,310,3068,3,36,0,0,0,0,20180103
23690,201712,경인선,소사,739,5,18585,3381,18955,11562,46162,13337,46236,19181,30129,15308,25783,15153,23897,15307,24474,17048,23287,17984,20941,18580,20514,20283,22981,24780,26425,31124,22209,36309,13561,37079,10202,26054,8408,23956,6236,26669,2966,20237,292,4642,0,0,0,0,0,0,20180103
23692,201712,경인선,역곡,527,15,23976,3207,45053,11921,130946,15652,137447,38633,73767,39026,53509,26142,49223,30967,50901,32560,51869,38151,44019,39561,44080,45344,49840,56973,53303,73244,47493,110301,31303,108443,24450,70062,23937,68037,20611,63355,11070,46486,885,9274,0,0,0,0,0,0,20180103
23698,201712,경인선,중동,496,6,9903,1558,17172,3921,44192,6142,39423,16878,22574,11310,17789,8318,16956,9011,17606,11719,17113,12327,14167,13111,13905,14443,15602,18421,15888,21671,15702,29994,9473,31234,7397,20708,6825,18885,5059,18569,2239,15017,249,4637,0,0,0,0,0,0,20180103
24066,201711,7호선,까치울,2,0,3589,791,9404,3234,32529,5066,40487,9351,18599,5440,10691,4945,9193,5629,9619,6764,9564,7136,8633,7738,8370,8891,9302,11377,10628,16730,10630,24986,6818,26206,4726,16149,4434,14186,3553,13831,1381,8087,187,2280,0,0,0,0,0,0,20171203
24086,201711,7호선,상동,30,2,4932,1741,15959,6543,47753,13268,41101,30709,22648,30846,17083,20214,17106,20996,19378,23550,21408,23911,22972,24705,25670,24507,27440,26456,31155,34314,34409,46181,24341,49338,20346,27252,22757,21118,20974,18065,9124,13814,1658,4586,0,284,0,0,0,0,20171203
24091,201711,7호선,신중동,9,0,5541,1690,17708,5200,52109,15097,47660,43865,26016,27018,20075,15849,18855,14402,19844,15541,19427,17684,18914,17936,20371,19352,22944,22444,27626,30012,42104,45036,22143,47730,22501,28829,15981,22824,12379,20668,6049,16007,910,5837,0,1,0,0,0,0,20171203
24105,201711,7호선,춘의,0,0,4223,2070,9453,7723,26508,29114,27920,54476,15607,15220,10352,7986,9707,6042,10487,6741,9915,8334,9390,7921,9533,8300,12309,10215,24399,13146,40498,20446,19270,18732,14499,14214,11763,12559,5238,11277,2211,7519,298,2649,0,0,0,0,0,0,20171203
24274,201711,경인선,소사,1017,11,20861,4051,20590,11968,51261,14213,49303,24247,31360,16118,23761,17626,21633,15273,23345,17229,21504,18224,18917,18236,19569,20321,22730,24612,27588,30740,24046,39206,14749,40802,11431,27026,9590,24283,6739,25180,3044,17459,280,4490,0,0,0,0,0,0,20171203
24276,201711,경인선,역곡,684,21,27389,3649,49000,12589,146877,16450,151664,47103,78042,48670,51248,31078,45559,34558,48149,31838,46616,38996,39608,38803,40664,43393,49410,55843,56788,74772,52270,118536,33254,120517,25768,73949,25539,66056,21767,62999,11864,41618,892,8130,0,0,0,0,0,0,20171203
24282,201711,경인선,중동,731,4,10618,1681,19269,4232,50493,6735,43759,18110,23911,12233,17687,8111,16546,9268,16729,11071,15320,11743,12630,12104,12564,14242,13403,18250,15284,21713,15879,32342,9649,35496,7131,22382,6822,19358,5215,18314,2167,13611,216,4160,0,0,0,0,0,0,20171203
24651,201710,7호선,까치울,6,0,3098,755,8305,2818,27653,4493,32045,7710,15997,5465,10603,5524,9630,6916,9928,7481,10317,8031,10027,8097,9778,9250,10510,11629,10968,15366,10272,21520,6728,21220,4843,14263,4286,12803,3462,12774,1297,7675,144,1746,0,0,0,0,0,0,20171103
24671,201710,7호선,상동,32,3,4559,1824,14014,5912,37618,12071,32909,26639,20089,25994,16419,18099,16772,20014,18852,21265,20103,22938,20737,21993,23107,23702,24507,24756,27382,29520,30733,39305,21680,40820,18804,23485,20387,19384,19585,15969,8179,12619,1161,3786,0,286,0,1,0,0,20171103
24676,201710,7호선,신중동,4,0,5285,1598,15354,5289,42483,12999,38990,36309,23193,23404,18998,15122,18849,14025,20074,15138,19302,16724,18668,18325,19447,18438,21385,21183,24510,27936,34423,38406,20025,40017,21227,25271,14601,20965,12086,19075,5889,14082,680,4664,0,34,0,0,0,0,20171103
24690,201710,7호선,춘의,0,0,3836,1665,8318,7059,21452,23845,23384,42558,14025,12351,10455,7520,9972,6082,10832,6599,10249,8064,9681,7901,9478,8369,11903,9707,20338,12336,32739,17690,15943,16931,11932,12849,10383,11115,4775,10739,1803,7115,235,2072,0,0,0,0,0,0,20171103
24857,201710,경인선,소사,1178,8,18878,3355,18122,10770,43213,12608,42013,20150,30162,14948,25965,16217,23450,15340,23931,16835,21955,17547,20236,18767,19507,20430,21321,24021,24053,30372,21823,36165,14432,35901,10883,25512,8639,23686,6207,23763,2857,16858,236,3559,0,0,0,0,0,0,20171103
24859,201710,경인선,역곡,802,9,24783,3575,42664,12558,119931,15529,122424,39266,69967,39973,52231,28443,47794,32180,50023,31303,48856,37981,42719,37902,41730,43414,45911,53284,52300,68020,45874,103519,30827,103691,24281,65532,23177,62891,19921,56876,10328,38314,707,6881,0,0,0,0,0,0,20171103
24865,201710,경인선,중동,762,7,10225,2118,16656,4009,41883,6227,36113,14838,22316,10689,18472,8235,16534,9034,16843,11169,15970,11428,13348,12228,12678,14335,13037,17595,14691,21232,14765,29754,9430,30528,6954,20158,6817,18487,4864,16737,2009,12620,204,3448,0,0,0,0,0,0,20171103
25233,201709,7호선,까치울,6,1,3477,818,10112,3360,33562,5187,39273,9042,17879,5952,10949,5397,9409,6688,9835,7600,9866,7816,8872,8037,9094,9117,10237,12105,11446,16352,11308,24546,7639,25727,5408,15942,4872,14273,3775,14687,1430,8343,194,2499,0,0,0,0,0,0,20171003
25253,201709,7호선,상동,17,7,5247,1747,17185,6909,46785,14978,38651,30310,22780,29667,17201,19980,17037,21390,19702,22890,21189,24197,22078,22896,24423,22704,26019,25677,29008,32326,33057,43561,23097,48425,19374,26833,21212,21004,21765,18900,8697,14848,1654,4688,0,353,0,0,0,0,20171003
25258,201709,7호선,신중동,6,0,5707,1586,18246,5899,52535,15400,46564,44272,26022,26937,20200,16265,19360,15109,20568,16200,19791,18082,19111,18339,20289,19599,22862,22598,27365,29582,40372,42734,22757,47458,22549,28901,16025,22822,13307,21422,6565,17006,995,6130,0,0,0,0,0,0,20171003
25272,201709,7호선,춘의,0,0,4330,1747,9501,7771,26586,29202,27287,52445,15335,14748,10260,7983,9962,6054,10502,6536,9975,8116,9479,7810,9140,8178,12149,10061,22893,12897,38267,19637,18982,18566,14353,14440,12798,12158,5610,11284,2107,7784,277,2777,0,0,0,0,0,0,20171003
25439,201709,경인선,소사,1464,10,20956,3963,21315,12588,50772,14534,47424,24155,31239,17861,24322,16705,21993,14886,23285,16950,21113,17610,18994,17571,19932,19436,21790,23922,26007,29645,24278,39510,15310,39851,11786,27528,9345,25196,6518,26050,3184,17542,271,4335,0,0,0,0,0,0,20171003
25441,201709,경인선,역곡,1019,15,27946,4233,51637,13963,145419,16976,145757,49491,77515,47758,52501,31533,46074,34039,49122,31761,46105,38360,40578,38698,41057,42886,49116,54458,57299,71905,53643,115428,35656,115162,27003,73360,25274,70340,21810,63810,11603,44569,868,8339,0,2,0,0,0,0,20171003
25447,201709,경인선,중동,947,5,11608,1767,20240,4599,51307,7231,42098,17735,23816,11251,18006,8540,16100,9314,15992,11196,15247,11503,12614,12109,12086,14313,13493,17758,15819,21777,16046,31796,10454,35336,7851,23222,6923,19962,5339,19190,2141,13846,222,4642,0,0,0,0,0,0,20171003
25816,201708,7호선,까치울,8,1,3339,928,9656,3325,30088,4480,34358,7874,16250,5406,10233,4595,8669,5969,9358,7353,9570,6485,8543,6841,8137,8588,8810,10053,10336,14938,10536,23348,7663,24645,5572,15433,4892,13044,3692,13477,1532,7790,186,2328,0,0,0,0,0,0,20170903
25836,201708,7호선,상동,20,8,5208,1805,16383,6423,42127,14251,34996,30233,19311,28561,15953,18484,16423,20205,18520,21454,19277,22148,19782,22290,22680,20799,24567,25236,28250,28825,33431,42301,23092,46462,20044,26737,22279,19904,21901,16718,8911,13889,1787,4728,1,240,0,0,0,0,20170903
25841,201708,7호선,신중동,4,0,5549,1626,17550,5632,48154,16573,42510,38675,22706,25891,18318,16565,18085,14549,20163,15054,19317,19094,19091,17149,20397,17420,22050,21408,27110,28121,39943,39318,22832,47842,22886,26920,15314,22932,13344,19119,6596,16384,981,5932,0,1,0,0,0,0,20170903
25855,201708,7호선,춘의,0,0,4124,1487,9076,6843,24154,27614,24522,47306,14264,14754,9904,8267,9593,6280,10051,6611,10310,7979,9335,7319,9243,7387,11225,9552,21349,11940,36988,17938,18149,18426,13120,14013,11319,11593,5472,10223,2116,8213,288,2648,0,0,0,0,0,0,20170903
26022,201708,경인선,소사,1294,16,19841,3815,20357,12206,47450,13275,43820,19038,29118,13046,23202,13047,20874,12821,21248,14292,18766,15092,17249,15511,16719,17385,18723,20806,22679,26381,20453,35238,13016,38255,10020,25820,7681,24122,5569,24235,2752,17080,260,4136,0,0,0,0,0,0,20170903
26024,201708,경인선,역곡,1018,8,27171,4003,49352,13352,133552,15323,131215,34533,68696,31484,48159,23598,43791,26450,45556,26933,43018,32690,36522,34323,35685,38904,40191,49329,45056,65081,43370,106875,29842,110150,22970,71932,20545,66186,17258,60929,8917,40190,764,7807,0,0,0,0,0,0,20170903
26030,201708,경인선,중동,1001,4,11110,1604,19211,4360,46800,6952,38074,15406,21304,10950,16688,8208,15334,9173,15766,10281,14225,11066,12149,11077,11549,12459,12663,16282,14791,20328,15007,30185,9955,33602,7443,21731,6683,18571,5283,18302,2045,13171,231,4147,0,0,0,0,0,0,20170903
26385,201707,7호선,까치울,10,0,3426,801,9970,3321,30119,4797,35148,8451,16238,5441,9943,4546,8556,6452,9314,7257,9506,7164,8636,6908,8324,8432,9074,10124,10078,14556,10659,23168,7557,24162,5943,15914,5321,13582,3796,13637,1517,7633,163,2180,0,0,0,0,0,0,20170803
26405,201707,7호선,상동,17,5,5406,1779,17132,6303,43727,14139,36233,31738,19460,29452,16033,18148,16322,19905,18570,21727,20213,22444,20645,23627,23013,20893,24413,25315,28606,28852,34341,42665,23585,47102,20891,27648,23093,20591,22105,17686,9083,14617,1610,4535,0,231,0,0,0,0,20170803
26410,201707,7호선,신중동,2,0,5660,1567,17886,5484,48310,16343,43716,39722,22395,26601,18478,16951,18132,14602,20145,15273,19176,19999,19214,17700,20789,18090,21957,21798,26525,27826,40799,39738,23071,48433,24469,27130,16682,23283,13841,19488,6873,16168,982,5634,0,1,0,0,0,0,20170803
26424,201707,7호선,춘의,1,0,4371,1628,9465,6953,24557,27174,24127,47979,13911,15124,9766,8455,9673,6275,10211,6688,10346,8338,9394,7232,9496,7480,11559,9471,21617,11901,38445,17381,18212,18627,13264,13984,10998,11887,5193,10390,2193,8604,245,2467,0,0,0,0,0,0,20170803
26591,201707,경인선,소사,1065,6,19619,3957,20481,12130,47340,13480,44191,17827,28777,12726,22834,12249,20284,12204,20386,13709,18814,14519,16545,15547,15889,16418,17906,21001,21784,25903,20439,35296,13186,37507,10103,26113,7901,24702,5800,24891,2726,17379,215,4296,0,0,0,0,0,0,20170803
26593,201707,경인선,역곡,961,20,27906,4182,49718,13229,134380,15417,134505,32531,69678,27314,48045,22178,42366,24711,43688,27471,42720,33376,36088,34784,34417,39124,37215,48968,43894,63746,43005,106786,28958,111007,22507,71060,20455,67582,16577,61062,8327,39952,658,7751,0,0,0,0,0,0,20170803
26599,201707,경인선,중동,933,2,11288,1621,19321,4271,47762,7512,39055,17169,21595,11267,16638,9007,15256,9094,15826,10823,15237,11257,12587,11485,11887,13024,13347,16176,14870,19526,15487,29766,10186,33757,7740,22431,7056,20010,5548,18175,2175,13297,239,4092,0,0,0,0,0,0,20170803
26955,201706,7호선,까치울,13,1,3461,831,10382,3327,32638,5140,36642,8756,17036,6407,10539,5936,9410,7552,9763,8075,10143,7779,9168,8135,9365,9162,10545,11690,11250,16342,11634,24994,8153,23600,6232,15539,5524,14691,4064,13604,1673,8249,181,2384,0,0,0,0,0,0,20170703
26975,201706,7호선,상동,12,2,5847,1798,17516,6264,45294,14452,38018,32256,21539,29388,16866,19257,17084,20621,19197,21776,20391,23115,20878,22137,23015,22351,24894,24160,28267,31925,33033,45916,22684,44390,20149,26584,22264,20664,21734,18143,8666,15215,1616,4676,0,337,0,0,0,0,20170703
26980,201706,7호선,신중동,6,0,5853,1530,18470,6138,50062,16605,44790,41106,24481,28335,19172,15789,18565,15296,19950,16144,19637,17506,18584,18021,20314,18742,22868,21786,27264,28277,40213,41634,22896,47348,24423,27424,16648,23191,13826,22510,6701,15883,1004,6042,0,3,0,0,0,0,20170703
26994,201706,7호선,춘의,0,0,4622,1740,9879,6886,25136,28266,25694,47171,14746,15993,10018,9276,9713,7912,10831,7632,10531,8865,9730,8436,10178,8735,12367,10026,22420,12669,38186,17981,18372,19741,13460,13452,11403,12108,5426,11413,2500,7683,317,2598,0,1,0,0,0,0,20170703
27161,201706,경인선,소사,718,9,20384,4265,21556,12288,49578,13997,46308,21312,30321,15064,23508,13871,21857,14576,21340,16675,20277,16680,18425,16680,18064,18628,19706,23236,23900,28165,22235,36944,14498,38366,11263,27224,9229,25671,6638,25899,3033,18342,268,4157,0,0,0,0,0,0,20170703
27163,201706,경인선,역곡,868,11,28936,4452,51599,14268,139258,17377,140213,43163,73291,42852,50725,29602,45691,31812,46223,33085,46043,36771,39232,37468,40030,43265,45202,53168,52180,69685,47457,109446,33246,113435,27107,70034,25854,69289,22914,61670,11993,42136,940,8636,0,0,0,0,0,0,20170703
27169,201706,경인선,중동,973,10,12119,1809,20150,4329,50211,7918,40777,18414,23241,11524,17987,8653,16376,9396,16064,11294,14766,11646,12704,11885,12055,13370,13484,17590,15558,21117,15718,30286,10536,34919,7992,22418,7579,20478,5899,19077,2370,14549,224,3930,0,0,0,0,0,0,20170703
27524,201705,7호선,까치울,7,0,3335,792,10188,3184,31515,4946,36024,8619,17952,6632,11290,6398,10205,7943,10981,8659,11235,8498,10962,8806,10751,9458,10993,12346,11815,16670,11613,24342,7781,23181,5998,15722,5733,15397,3918,14016,1650,8544,153,2286,0,0,0,0,0,0,20170603
27544,201705,7호선,상동,11,2,5664,1857,16636,6418,44525,14465,38336,30449,22985,29596,18575,19890,18330,21703,20687,22803,22067,24386,22003,24315,24043,23707,26109,26256,28882,32888,34096,44881,23669,44824,20963,28129,23124,21749,21652,18795,8978,15913,1538,5229,7,341,0,0,0,0,20170603
27549,201705,7호선,신중동,6,0,5941,1654,17750,6440,48972,16378,45294,39969,25663,28978,20980,16078,20062,15712,21550,16136,20345,18127,20027,19207,21203,20002,23598,22995,27713,29439,38941,41946,23266,45098,24633,29509,16587,22998,13949,23044,6745,16868,879,6280,1,67,0,0,0,0,20170603
27563,201705,7호선,춘의,0,0,4703,1492,9541,6705,24427,27413,25656,47275,15439,16028,10730,11137,10557,8875,11578,8344,11684,9400,10824,9191,11351,9321,13440,10773,23247,13215,36418,18635,18785,18934,14011,14203,11961,12373,6011,11988,2265,8336,267,2649,0,0,0,0,0,0,20170603
27730,201705,경인선,소사,490,9,20545,4265,21734,12841,48767,14987,46583,25206,32075,16120,25998,17542,23539,16517,23707,18368,22256,18740,19984,18623,20404,19741,21854,24092,26149,29818,24522,38175,16434,37995,12436,28255,10529,26290,7576,26930,3307,19211,261,4500,0,6,0,0,0,0,20170603
27732,201705,경인선,역곡,673,10,28170,4369,50597,14119,136270,17480,139939,46472,78243,49086,54807,32416,48900,36003,50704,35442,49162,40380,41934,39956,43049,45707,49389,55829,58717,73989,53306,109710,37194,113439,29885,73068,27903,70029,24669,65979,13480,44295,1042,8758,0,16,0,0,0,0,20170603
27738,201705,경인선,중동,762,3,12097,1706,19918,4509,48196,7922,40600,17575,24903,11657,18886,8662,17457,9802,17252,11386,16258,11775,13323,12552,12472,14466,13672,18338,15890,22453,15167,30221,10786,33745,8046,22700,7302,20906,6014,19290,2388,15394,268,3941,0,4,0,0,0,0,20170603
28093,201704,7호선,까치울,3,0,3083,585,9876,3058,33177,4729,37173,8575,17779,5994,11406,5659,9864,7301,10934,8902,11589,8497,11308,8878,10856,9405,10668,11837,11358,16879,11521,24136,7826,23235,5781,15554,5367,15276,3616,14309,1619,8410,152,2284,0,0,0,0,0,0,20170503
28113,201704,7호선,상동,9,0,5251,1669,16948,6670,46617,14745,39851,31662,23117,28348,18413,20069,18636,21894,21388,23587,22961,25061,23064,23797,24176,24095,25422,25801,27882,32383,33668,46293,24056,46000,20992,28267,23208,21912,21713,19599,8773,15700,1494,4570,1,528,0,0,0,0,20170503
28118,201704,7호선,신중동,3,0,5766,1504,18533,6335,52166,17059,47768,41332,26038,28746,20801,15575,20304,15451,21819,15878,20981,18266,19677,19374,21042,20070,23289,23979,26982,29864,39566,42550,23197,47250,24278,29901,16794,23848,13672,22647,6534,17055,852,6008,0,10,0,0,0,0,20170503
